Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,34,2,Male,46.666666666666664,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Rarely,145.45454545454547,Human Resources,18.0,3,Life Sciences,1,35,4,Male,82.0,4,1,Human Resources,4,Married,3200.0,6400.0,2,Y,Yes,20,4,4,80,1,12,2,2,6,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Research & Development,22.0,3,Life Sciences,1,36,1,Male,85.0,4,1,Laboratory Technician,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,37,2,Male,45.666666666666664,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,38,2,Male,42.0,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,145.45454545454547,Research & Development,22.0,3,Life Sciences,1,39,1,Male,100.0,4,1,Laboratory Technician,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,40,2,Male,50.666666666666664,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,145.45454545454547,Research & Development,20.0,3,Life Sciences,1,41,4,Male,89.66666666666667,4,1,Laboratory Technician,4,Married,3200.0,6400.0,2,Y,Yes,20,4,4,80,1,12,2,1,5,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,42,2,Male,52.666666666666664,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,43,2,Male,42.333333333333336,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
35,Yes,Travel_Frequently,145.45454545454547,Research & Development,25.0,3,Life Sciences,1,44,1,Male,93.66666666666667,4,1,Laboratory Technician,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,13,2,1,4,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Research & Development,22.0,3,Life Sciences,1,45,1,Male,92.0,4,1,Laboratory Technician,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,12,2,1,4,3,5,4
31,Yes,Travel_Rarely,145.45454545454547,Research & Development,13.0,3,Life Sciences,1,46,4,Male,60.666666666666664,3,1,Laboratory Technician,4,Married,3200.0,6400.0,1,Y,No,18,3,4,80,1,9,2,3,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,47,2,Male,49.0,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
33,Yes,Travel_Rarely,145.45454545454547,Human Resources,15.0,3,Life Sciences,1,48,3,Male,91.0,3,1,Human Resources,3,Married,3200.0,6400.0,2,Y,Yes,18,3,3,80,1,11,2,1,6,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,49,2,Male,49.333333333333336,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,50,2,Male,49.0,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
32,Yes,Travel_Frequently,145.45454545454547,Human Resources,20.0,3,Life Sciences,1,51,1,Male,50.666666666666664,4,1,Human Resources,1,Married,3200.0,6400.0,2,Y,No,19,3,1,80,1,10,2,4,2,2,5,2
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,52,2,Male,45.0,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,53,2,Male,44.666666666666664,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,54,2,Male,44.0,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
35,Yes,Travel_Frequently,145.45454545454547,Human Resources,25.0,3,Life Sciences,1,55,1,Male,100.0,4,1,Human Resources,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,13,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,56,2,Male,46.666666666666664,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
35,Yes,Travel_Frequently,145.45454545454547,Human Resources,25.0,3,Life Sciences,1,57,1,Male,85.0,4,1,Human Resources,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,13,2,1,4,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Research & Development,22.0,3,Life Sciences,1,58,1,Male,100.0,4,1,Laboratory Technician,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,59,2,Male,42.666666666666664,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
33,Yes,Travel_Rarely,145.45454545454547,Research & Development,17.0,3,Life Sciences,1,60,4,Male,75.0,4,1,Laboratory Technician,4,Married,3200.0,6400.0,2,Y,Yes,21,4,4,80,1,11,2,2,5,3,5,4
34,Yes,Travel_Frequently,295.45454545454544,Human Resources,20.0,3,Life Sciences,1,61,4,Male,75.33333333333333,4,2,Human Resources,4,Married,6500.0,13000.0,2,Y,Yes,20,4,4,80,1,12,2,2,5,3,5,4
35,Yes,Travel_Frequently,295.45454545454544,Research & Development,25.0,3,Life Sciences,1,62,1,Male,100.0,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,20,4,1,80,1,13,2,1,4,3,5,4
35,Yes,Travel_Frequently,295.45454545454544,Research & Development,23.0,3,Life Sciences,1,63,1,Male,81.33333333333333,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,21,4,1,80,1,13,2,2,5,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Research & Development,9.0,3,Life Sciences,1,64,2,Male,44.0,2,2,Research Scientist,2,Married,6500.0,13000.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,295.45454545454544,Research & Development,22.0,3,Life Sciences,1,65,1,Male,95.33333333333333,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,20,4,1,80,1,12,2,1,4,3,5,4
34,Yes,Travel_Frequently,295.45454545454544,Research & Development,22.0,3,Life Sciences,1,66,4,Male,53.666666666666664,4,2,Research Scientist,4,Married,6500.0,13000.0,2,Y,No,18,3,4,80,1,12,2,4,4,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Research & Development,9.0,3,Life Sciences,1,67,2,Male,51.0,2,2,Research Scientist,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Rarely,295.45454545454544,Research & Development,18.0,3,Life Sciences,1,68,4,Male,88.0,4,2,Research Scientist,4,Married,6500.0,13000.0,2,Y,Yes,21,4,4,80,1,12,2,1,6,3,5,4
34,Yes,Travel_Frequently,295.45454545454544,Research & Development,20.0,3,Life Sciences,1,69,4,Male,74.33333333333333,4,2,Research Scientist,4,Married,6500.0,13000.0,2,Y,Yes,20,4,4,80,1,12,2,2,5,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Research & Development,9.0,3,Life Sciences,1,70,2,Male,45.0,2,2,Research Scientist,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,295.45454545454544,Research & Development,9.0,3,Life Sciences,1,71,3,Male,92.33333333333333,2,2,Research Scientist,3,Married,6500.0,13000.0,1,Y,Yes,21,4,3,80,1,7,2,1,3,3,5,3
33,Yes,Travel_Rarely,295.45454545454544,Research & Development,19.0,3,Life Sciences,1,72,1,Male,91.66666666666667,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,19,3,1,80,1,11,2,1,4,3,5,4
29,Yes,Travel_Rarely,500.0,Research & Development,9.0,3,Life Sciences,1,73,2,Male,49.666666666666664,2,3,Research Scientist,2,Married,11000.0,22000.0,1,Y,No,16,3,2,80,2,7,2,4,3,3,5,3
35,Yes,Travel_Frequently,145.45454545454547,Research & Development,25.0,3,Life Sciences,1,74,1,Male,98.33333333333333,4,1,Laboratory Technician,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,13,2,1,4,3,5,4
34,Yes,Travel_Frequently,295.45454545454544,Research & Development,22.0,3,Life Sciences,1,75,1,Male,92.33333333333333,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,21,4,1,80,1,12,2,1,4,3,5,4
35,Yes,Travel_Frequently,295.45454545454544,Research & Development,25.0,3,Life Sciences,1,76,1,Male,100.0,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,19,3,1,80,1,13,2,1,4,3,5,4
34,Yes,Travel_Frequently,295.45454545454544,Research & Development,22.0,3,Life Sciences,1,77,1,Male,98.33333333333333,4,2,Research Scientist,1,Married,6500.0,13000.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Sales,9.0,3,Life Sciences,1,78,2,Male,45.666666666666664,2,2,Sales Executive,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,79,2,Male,52.333333333333336,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,80,2,Male,47.333333333333336,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Human Resources,9.0,3,Life Sciences,1,81,2,Male,46.666666666666664,2,1,Human Resources,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,82,2,Male,50.333333333333336,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
31,Yes,Travel_Rarely,145.45454545454547,Human Resources,15.0,3,Life Sciences,1,83,4,Male,46.333333333333336,4,1,Human Resources,4,Married,3200.0,6400.0,1,Y,No,17,3,4,80,1,9,2,4,3,3,0,3
34,Yes,Travel_Rarely,145.45454545454547,Sales,18.0,3,Life Sciences,1,84,4,Male,83.0,4,1,Sales Representative,4,Married,3200.0,6400.0,2,Y,Yes,19,4,4,80,1,12,2,2,6,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,85,1,Male,97.0,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,86,1,Male,100.0,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,20,4,1,80,1,12,2,1,4,3,5,4
32,Yes,Travel_Rarely,145.45454545454547,Sales,18.0,3,Life Sciences,1,87,1,Male,77.33333333333333,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,10,2,2,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,88,2,Male,44.0,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,15,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,89,2,Male,43.333333333333336,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,90,1,Male,97.0,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,91,2,Male,43.333333333333336,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,145.45454545454547,Sales,20.0,3,Life Sciences,1,92,4,Male,82.0,4,1,Sales Representative,4,Married,3200.0,6400.0,2,Y,Yes,21,4,4,80,1,12,2,2,5,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,93,2,Male,47.666666666666664,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,94,2,Male,43.0,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,17,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,95,1,Male,85.0,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Sales,9.0,3,Life Sciences,1,96,2,Male,51.666666666666664,2,1,Sales Representative,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,97,1,Male,88.33333333333333,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,98,1,Male,93.0,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,19,3,1,80,1,12,2,1,4,3,5,4
34,Yes,Travel_Frequently,145.45454545454547,Sales,22.0,3,Life Sciences,1,99,1,Male,94.66666666666667,4,1,Sales Representative,1,Married,3200.0,6400.0,2,Y,Yes,21,4,1,80,1,12,2,1,4,3,5,4
35,Yes,Travel_Frequently,295.45454545454544,Sales,21.0,3,Life Sciences,1,100,4,Male,73.66666666666667,4,2,Sales Executive,4,Married,6500.0,13000.0,2,Y,Yes,21,4,4,80,1,13,2,2,6,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Sales,9.0,3,Life Sciences,1,101,2,Male,51.333333333333336,2,2,Sales Executive,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,295.45454545454544,Sales,9.0,3,Life Sciences,1,102,2,Male,49.0,2,2,Sales Executive,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,295.45454545454544,Sales,9.0,3,Life Sciences,1,103,2,Male,50.0,2,2,Sales Executive,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
35,Yes,Travel_Frequently,295.45454545454544,Sales,25.0,3,Life Sciences,1,104,1,Male,89.0,4,2,Sales Executive,1,Married,6500.0,13000.0,2,Y,Yes,20,4,1,80,1,13,2,1,4,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Sales,9.0,3,Life Sciences,1,105,2,Male,52.666666666666664,2,2,Sales Executive,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
36,Yes,Travel_Frequently,295.45454545454544,Human Resources,26.0,3,Life Sciences,1,106,1,Male,74.66666666666667,4,2,Human Resources,1,Married,6500.0,13000.0,2,Y,Yes,16,3,1,80,1,14,2,2,5,3,5,4
33,Yes,Travel_Rarely,295.45454545454544,Human Resources,17.0,3,Life Sciences,1,107,4,Male,85.66666666666667,4,2,Human Resources,4,Married,6500.0,13000.0,2,Y,Yes,21,4,4,80,1,11,2,1,5,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Human Resources,9.0,3,Life Sciences,1,108,2,Male,49.333333333333336,2,2,Human Resources,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
31,Yes,Travel_Rarely,295.45454545454544,Human Resources,13.0,3,Life Sciences,1,109,3,Male,59.0,3,2,Human Resources,3,Married,6500.0,13000.0,1,Y,No,20,4,3,80,1,9,2,3,4,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Human Resources,9.0,3,Life Sciences,1,110,2,Male,51.666666666666664,2,2,Human Resources,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
29,Yes,Travel_Rarely,295.45454545454544,Human Resources,9.0,3,Life Sciences,1,111,2,Male,48.0,2,2,Human Resources,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
34,Yes,Travel_Frequently,500.0,Human Resources,22.0,3,Life Sciences,1,112,1,Male,96.33333333333333,4,3,Manager,1,Married,11000.0,22000.0,2,Y,Yes,19,4,1,80,2,12,2,1,4,3,5,4
29,Yes,Travel_Rarely,145.45454545454547,Research & Development,9.0,3,Life Sciences,1,113,2,Male,53.333333333333336,2,1,Laboratory Technician,2,Married,3200.0,6400.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
33,Yes,Travel_Rarely,295.45454545454544,Research & Development,17.0,3,Life Sciences,1,114,4,Male,86.0,4,2,Research Scientist,4,Married,6500.0,13000.0,2,Y,Yes,21,4,4,80,1,11,2,1,5,3,5,4
34,Yes,Travel_Frequently,295.45454545454544,Research & Development,20.0,3,Life Sciences,1,115,4,Male,78.0,4,2,Research Scientist,4,Married,6500.0,13000.0,2,Y,Yes,21,4,4,80,1,12,2,2,5,3,5,4
29,Yes,Travel_Rarely,295.45454545454544,Research & Development,9.0,3,Life Sciences,1,116,2,Male,45.666666666666664,2,2,Research Scientist,2,Married,6500.0,13000.0,1,Y,No,16,3,2,80,1,7,2,4,3,3,5,3
31,Yes,Travel_Rarely,295.45454545454544,Research & Development,17.0,3,Life Sciences,1,117,4,Male,87.66666666666667,4,2,Research Scientist,4,Married,6500.0,13000.0,1,Y,Yes,18,3,4,80,1,9,2,1,2,2,5,2
