Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,No,Travel_Rarely,432.0,Research & Development,9.0,4,Life Sciences,1,116,4,Male,96.0,3,1,Laboratory Technician,4,Married,2075.0,18725.0,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
30,No,Travel_Rarely,288.0,Research & Development,2.0,3,Life Sciences,1,117,3,Male,99.0,2,2,Healthcare Representative,4,Married,4152.0,15830.0,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
46,Yes,Travel_Rarely,669.0,Sales,9.0,2,Medical,1,118,3,Male,64.0,2,3,Sales Executive,4,Single,9619.0,13596.0,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7
40,No,Travel_Frequently,530.0,Research & Development,1.0,4,Life Sciences,1,119,3,Male,78.0,2,4,Healthcare Representative,2,Married,13503.0,14115.0,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11
51,No,Travel_Rarely,632.0,Sales,21.0,4,Marketing,1,120,3,Male,71.0,3,2,Sales Executive,4,Single,5441.0,8423.0,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
30,No,Travel_Rarely,1334.0,Sales,4.0,2,Medical,1,121,3,Female,63.0,2,2,Sales Executive,2,Divorced,5209.0,19760.0,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
46,No,Travel_Frequently,638.0,Research & Development,1.0,3,Medical,1,124,3,Male,40.0,2,3,Healthcare Representative,4,Married,10673.0,3142.0,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5
32,No,Travel_Rarely,1093.0,Sales,6.0,4,Medical,1,125,2,Male,87.0,3,2,Sales Executive,3,Single,5010.0,24301.0,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7
54,No,Travel_Rarely,1217.0,Research & Development,2.0,4,Technical Degree,1,126,1,Female,60.0,3,3,Research Director,3,Married,13549.0,24001.0,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
24,No,Travel_Rarely,1353.0,Sales,3.0,2,Other,1,128,1,Female,33.0,3,2,Sales Executive,3,Married,4999.0,17519.0,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2
28,No,Non-Travel,120.0,Sales,4.0,3,Medical,1,129,2,Male,43.0,3,2,Sales Executive,3,Married,4221.0,8863.0,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4
58,No,Travel_Rarely,682.0,Sales,10.0,4,Medical,1,131,4,Male,37.0,3,4,Sales Executive,3,Single,13872.0,24409.0,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8
44,No,Non-Travel,489.0,Research & Development,23.0,3,Medical,1,132,2,Male,67.0,3,2,Laboratory Technician,2,Married,2042.0,25043.0,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
37,Yes,Travel_Rarely,807.0,Human Resources,6.0,4,Human Resources,1,133,3,Male,63.0,3,1,Human Resources,4,Divorced,2073.0,23648.0,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
32,No,Travel_Rarely,827.0,Research & Development,1.0,1,Life Sciences,1,134,4,Male,71.0,3,1,Research Scientist,4,Single,2956.0,15178.0,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
20,Yes,Travel_Frequently,871.0,Research & Development,6.0,3,Life Sciences,1,137,4,Female,66.0,2,1,Laboratory Technician,4,Single,2926.0,19783.0,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
34,No,Travel_Rarely,665.0,Research & Development,6.0,4,Other,1,138,1,Female,41.0,3,2,Research Scientist,3,Single,4809.0,12482.0,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
37,No,Non-Travel,1040.0,Research & Development,2.0,2,Life Sciences,1,139,3,Male,100.0,2,2,Healthcare Representative,4,Divorced,5163.0,15850.0,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
59,No,Non-Travel,1420.0,Human Resources,2.0,4,Human Resources,1,140,3,Female,32.0,2,5,Manager,4,Married,18844.0,21922.0,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
50,No,Travel_Frequently,1115.0,Research & Development,1.0,3,Life Sciences,1,141,1,Female,73.0,3,5,Research Director,2,Married,18172.0,9755.0,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
25,Yes,Travel_Rarely,240.0,Sales,5.0,3,Marketing,1,142,3,Male,46.0,2,2,Sales Executive,3,Single,5744.0,26959.0,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
25,No,Travel_Rarely,1280.0,Research & Development,7.0,1,Medical,1,143,4,Male,64.0,2,1,Research Scientist,4,Married,2889.0,26897.0,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
22,No,Travel_Rarely,534.0,Research & Development,15.0,3,Medical,1,144,2,Female,59.0,3,1,Laboratory Technician,4,Single,2871.0,23785.0,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
51,No,Travel_Frequently,1456.0,Research & Development,1.0,4,Medical,1,145,1,Female,30.0,2,3,Healthcare Representative,4,Single,7484.0,25796.0,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
34,Yes,Travel_Frequently,658.0,Research & Development,7.0,3,Life Sciences,1,147,1,Male,66.0,1,2,Laboratory Technician,3,Single,6074.0,22887.0,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
54,No,Non-Travel,142.0,Human Resources,26.0,3,Human Resources,1,148,4,Female,30.0,4,4,Manager,4,Single,17328.0,13871.0,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
24,No,Travel_Rarely,1127.0,Research & Development,18.0,1,Life Sciences,1,150,2,Male,52.0,3,1,Laboratory Technician,3,Married,2774.0,13257.0,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
34,No,Travel_Rarely,1031.0,Research & Development,6.0,4,Life Sciences,1,151,3,Female,45.0,2,2,Research Scientist,2,Divorced,4505.0,15000.0,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
37,No,Travel_Rarely,1189.0,Sales,3.0,3,Life Sciences,1,152,3,Male,87.0,3,3,Sales Executive,4,Single,7428.0,14506.0,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
34,No,Travel_Rarely,1354.0,Research & Development,5.0,3,Medical,1,153,3,Female,45.0,2,3,Manager,4,Single,11631.0,5615.0,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
36,No,Travel_Frequently,1467.0,Sales,11.0,2,Technical Degree,1,154,2,Female,92.0,3,3,Sales Executive,4,Married,9738.0,22952.0,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
36,No,Travel_Rarely,922.0,Research & Development,3.0,2,Life Sciences,1,155,1,Female,39.0,3,1,Laboratory Technician,4,Divorced,2835.0,2561.0,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
43,No,Travel_Frequently,394.0,Sales,26.0,2,Life Sciences,1,158,3,Male,92.0,3,4,Manager,4,Married,16959.0,19494.0,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
30,No,Travel_Frequently,1312.0,Research & Development,23.0,3,Life Sciences,1,159,1,Male,96.0,1,1,Research Scientist,3,Divorced,2613.0,22310.0,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
33,No,Non-Travel,750.0,Sales,22.0,2,Marketing,1,160,3,Male,95.0,3,2,Sales Executive,2,Married,6146.0,15480.0,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
56,Yes,Travel_Rarely,441.0,Research & Development,14.0,4,Life Sciences,1,161,2,Female,72.0,3,1,Research Scientist,2,Married,4963.0,4510.0,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
51,No,Travel_Rarely,684.0,Research & Development,6.0,3,Life Sciences,1,162,1,Male,51.0,3,5,Research Director,3,Single,19537.0,6462.0,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
31,Yes,Travel_Rarely,249.0,Sales,6.0,4,Life Sciences,1,163,2,Male,76.0,1,2,Sales Executive,3,Married,6172.0,20739.0,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
26,No,Travel_Rarely,841.0,Research & Development,6.0,3,Other,1,164,3,Female,46.0,2,1,Research Scientist,2,Married,2368.0,23300.0,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
